ID,Wind speed in km/h,Waterfowl population,Wave Action,Turbidity of water (NTUs)
14539,13,NA,None,NA
14540,13,NA,None,NA
14541,13,NA,None,NA
14542,13,NA,None,NA
14543,13,NA,None,NA
14544,13,NA,None,NA
14545,13,NA,None,NA
14546,13,NA,None,NA
14547,13,NA,None,NA
14548,13,NA,None,NA
14549,18,NA,None,0.39
14550,18,3,None,0.33
14551,18,4,None,NA
14552,18,NA,None,NA
14553,18,2,None,NA
14554,18,NA,None,NA
14555,18,3,None,NA
14556,18,1,None,NA
14557,18,2,None,NA
14558,18,10,None,NA
14559,4,NA,None,NA
14560,4,NA,None,NA
14561,4,NA,None,NA
14562,4,NA,None,NA
14563,4,NA,None,NA
14564,4,NA,None,NA
14565,4,NA,None,NA
14566,4,NA,None,NA
14567,4,NA,None,NA
14568,4,NA,None,NA
14569,8,NA,None,NA
14570,8,NA,None,NA
14571,8,NA,None,NA
14572,8,NA,None,NA
14573,8,NA,None,NA
14574,8,NA,None,NA
14575,8,16,None,NA
14576,8,11,None,NA
14577,8,NA,None,NA
14578,8,NA,None,NA
14579,4,5,None,1.38
14580,4,15,None,2.85
14581,4,NA,None,NA
14582,4,NA,None,NA
14583,4,8,None,NA
14584,4,NA,None,NA
14585,4,NA,None,NA
14586,4,NA,None,NA
14587,4,NA,None,NA
14588,4,NA,None,NA
14589,22,NA,None,NA
14590,22,NA,None,NA
14591,22,NA,None,NA
14592,22,NA,None,NA
14593,22,NA,None,NA
14594,22,NA,None,NA
14595,22,4,Moderate,NA
14596,22,52,Moderate,NA
14597,22,106,Moderate,NA
14598,22,NA,High,4.93
14599,11,NA,None,NA
14600,11,27,Low,0.47
14601,11,2,Low,NA
14602,11,NA,Low,NA
14603,11,6,Low,NA
14604,11,NA,Low,NA
14605,11,NA,Low,NA
14606,11,6,Low,NA
14607,11,10,Low,NA
14608,11,NA,Low,NA
14609,11,31,None,118
14610,11,48,None,0.55
14611,11,NA,None,NA
14612,11,NA,None,NA
14613,11,4,None,NA
14614,11,NA,None,NA
14615,11,NA,None,NA
14616,11,NA,Low,NA
14617,11,NA,Low,NA
14618,11,2,Low,NA
14619,NA,75,Low,NA
14620,NA,NA,Low,NA
14621,21,8,Moderate,1.24
14622,21,4,Low,1.86
14623,21,70,Moderate,NA
14624,21,50,Low,NA
14625,21,NA,Low,NA
14626,21,300,Low,NA
14627,21,1,Low,NA
14628,21,7,Low,NA
14629,21,5,Low,NA
14630,21,NA,Low,NA
14631,15,5,Low,1.45
14632,15,10,Low,1.88
14633,15,10,Low,NA
14634,15,NA,Low,NA
14635,15,5,Low,NA
14636,15,12,Low,NA
14637,15,15,Low,NA
14638,15,16,Low,NA
14639,15,42,Low,NA
14640,15,NA,Low,NA
14641,13,NA,None,NA
14642,13,NA,None,NA
14643,13,NA,None,NA
14644,13,NA,None,NA
14645,13,NA,None,NA
14646,13,NA,None,NA
14647,13,NA,Low,NA
14648,13,NA,Low,NA
14649,13,1,Low,NA
14650,13,NA,Low,NA
14651,15,NA,Low,31
14652,15,41,None,20
14653,15,3,Moderate,NA
14654,15,NA,Moderate,NA
14655,15,5,Low,NA
14656,15,6,Moderate,NA
14657,15,8,Low,NA
14658,15,3,Moderate,NA
14659,15,8,Moderate,NA
14660,15,NA,Moderate,NA
14661,9,NA,None,0.55
14662,9,25,None,1.65
14663,9,5,None,NA
14664,9,NA,None,NA
14665,9,35,None,NA
14666,9,NA,None,NA
14667,9,7,None,NA
14668,9,13,None,NA
14669,9,61,None,NA
14670,9,NA,None,NA
14671,21,3,Low,4.01
14672,21,7,None,6.71
14673,21,NA,High,NA
14674,21,NA,High,NA
14675,21,60,High,NA
14676,21,NA,High,NA
14677,21,1,High,NA
14678,21,3,Low,NA
14679,21,43,Low,NA
14680,21,7,Low,NA
14681,5,NA,None,0.78
14682,5,NA,None,5.21
14683,5,27,None,NA
14684,5,NA,None,NA
14685,5,2,None,NA
14686,5,NA,None,NA
14687,5,NA,None,NA
14688,5,5,None,NA
14689,5,56,None,NA
14690,5,NA,None,NA
14691,8,NA,None,1.47
14692,8,7,None,1.63
14693,8,3,None,NA
14694,8,NA,None,NA
14695,8,4,None,NA
14696,8,6,Moderate,NA
14697,8,2,None,NA
14698,8,18,None,NA
14699,8,65,None,NA
14700,8,5,None,NA
14701,13,NA,None,2.17
14702,13,NA,None,0.76
14703,13,3,None,NA
14704,13,NA,None,NA
14705,13,24,None,NA
14706,13,NA,None,NA
14707,13,NA,None,NA
14708,13,NA,None,NA
14709,13,NA,None,NA
14710,13,8,Low,NA
14711,15,NA,None,NA
14712,15,32,None,0.77
14713,15,NA,None,NA
14714,15,NA,None,NA
14715,15,NA,None,NA
14716,15,NA,None,NA
14717,15,7,None,NA
14718,13,NA,None,NA
14719,13,2,Low,2.33
14720,13,23,High,NA
14721,13,15,High,NA
14722,13,NA,Moderate,NA
14723,13,NA,High,NA
14724,13,45,Low,NA
14725,13,10,Moderate,NA
14726,13,5,Moderate,NA
14727,13,NA,High,NA
14728,30,12,Moderate,0.93
14729,30,75,Low,0.6
14730,30,NA,Low,NA
14731,30,NA,None,NA
14732,30,NA,None,NA
14733,30,NA,None,NA
14734,30,NA,Low,NA
14735,30,NA,High,NA
14736,30,NA,High,NA
14737,30,NA,High,NA
14738,18,NA,High,2.47
14739,18,13,None,1.26
14740,18,NA,None,NA
14741,18,NA,High,NA
14742,18,NA,Moderate,NA
14743,18,NA,None,NA
14744,18,NA,None,NA
14745,18,1,Moderate,NA
14746,18,3,Moderate,NA
14747,18,NA,Moderate,NA
14748,20,NA,Moderate,9.86
14749,20,18,Moderate,1.26
14750,20,NA,Moderate,NA
14751,20,NA,Moderate,NA
14752,20,NA,Moderate,NA
14753,20,NA,Moderate,NA
14754,20,NA,Moderate,NA
14755,20,53,Low,NA
14756,20,3,Low,NA
14757,20,1,Low,NA
14758,17,24,None,2.23
14759,17,27,None,0.46
14760,17,NA,None,NA
14761,17,1,None,NA
14762,17,14,None,NA
14763,17,21,None,NA
14764,17,17,None,NA
14765,17,1,None,NA
14766,17,32,None,NA
14767,17,NA,Low,NA
14768,8,9,Moderate,7.76
14769,8,3,Moderate,25
14770,8,3,Moderate,NA
14771,8,NA,Moderate,NA
14772,8,4,Moderate,NA
14773,8,2,Moderate,NA
14774,8,5,Moderate,NA
14775,8,36,Low,NA
14776,8,24,Low,NA
14777,8,8,Low,NA
14778,9,10,Low,0.8
14779,9,3,Low,1.09
14780,9,3,None,NA
14781,9,NA,None,NA
14782,9,NA,None,NA
14783,9,10,None,NA
14784,9,NA,Low,NA
14785,9,22,Low,NA
14786,9,14,Low,NA
14787,9,87,Low,NA
14788,5,7,Moderate,4.49
14789,5,21,Low,2.64
14790,5,NA,Low,NA
14791,5,6,Low,NA
14792,5,NA,Low,NA
14793,5,NA,Low,NA
14794,5,2,Low,NA
14795,5,NA,Moderate,NA
14796,5,19,Moderate,NA
14797,5,NA,Moderate,NA
14798,15,NA,None,NA
14799,15,30,None,NA
14800,15,NA,None,NA
14801,15,NA,None,NA
14802,15,7,None,NA
14803,15,NA,None,NA
14804,15,10,None,NA
14805,15,NA,None,NA
14806,15,NA,None,NA
14807,15,8,None,NA
14808,18,9,Low,8.02
14809,18,13,Low,0.56
14810,18,NA,Low,NA
14811,18,NA,Low,NA
14812,18,2,Low,NA
14813,18,1,Low,NA
14814,18,10,Low,NA
14815,18,2,Low,NA
14816,18,8,Low,NA
14817,18,33,Low,NA
14818,9,NA,None,1.79
14819,9,NA,None,0.71
14820,9,2,None,NA
14821,9,NA,None,NA
14822,9,5,None,NA
14823,9,2,None,NA
14824,9,NA,None,NA
14825,9,1,None,NA
14826,9,32,None,NA
14827,9,NA,None,NA
14828,28,NA,None,13.8
14829,28,NA,Moderate,0.72
14830,28,NA,None,NA
14831,28,NA,Moderate,NA
14832,28,NA,Moderate,NA
14833,28,NA,None,NA
14834,28,NA,None,NA
14835,28,53,Moderate,NA
14836,28,47,Moderate,NA
14837,28,6,Moderate,NA
14838,41,NA,High,9.2
14839,41,3,Low,0.88
14840,41,NA,Low,NA
14841,41,NA,None,NA
14842,41,2,High,NA
14843,41,NA,Low,NA
14844,41,6,Moderate,NA
14845,41,NA,Moderate,NA
14846,41,NA,Moderate,NA
14847,41,3,Moderate,NA
14848,18,NA,Moderate,1.2
14849,18,12,None,1.22
14850,18,NA,Moderate,NA
14851,18,NA,Moderate,NA
14852,18,33,None,NA
14853,18,NA,Moderate,NA
14854,18,NA,Low,NA
14855,18,NA,Low,NA
14856,18,7,Low,NA
14857,18,10,Moderate,NA
14858,9,34,None,NA
14859,9,12,None,NA
14860,9,NA,None,NA
14861,9,NA,None,NA
14862,9,60,None,NA
14863,9,3,None,NA
14864,9,9,None,NA
14865,9,3,None,NA
14866,9,25,None,NA
14867,9,3,None,NA
14868,17,NA,None,NA
14869,17,36,None,7.73
14870,17,NA,None,NA
14871,17,NA,None,NA
14872,17,NA,None,NA
14873,17,NA,None,NA
14874,17,11,None,NA
14875,17,NA,None,NA
14876,17,NA,None,NA
14877,17,NA,None,NA
14878,21,21,Moderate,0.61
14879,21,66,Low,0.93
14880,21,NA,Moderate,NA
14881,21,NA,Low,NA
14882,21,3,None,NA
14883,21,17,None,NA
14884,21,3,None,NA
14885,21,31,Low,NA
14886,21,102,Low,NA
14887,21,1,None,NA
14888,11,NA,None,1.82
14889,11,11,None,1.06
14890,11,NA,None,NA
14891,11,NA,None,NA
14892,11,NA,None,NA
14893,11,NA,None,NA
14894,11,NA,None,NA
14895,11,2,Low,NA
14896,11,63,Low,NA
14897,11,3,None,NA
14898,15,NA,None,NA
14899,15,NA,None,NA
14900,15,NA,None,NA
14901,NA,NA,Low,3.05
14902,NA,15,Low,1.63
14903,NA,16,Low,NA
14904,NA,NA,Low,NA
14905,NA,3,Low,NA
14906,NA,NA,Low,NA
14907,NA,3,Low,NA
14908,NA,20,Low,NA
14909,NA,75,Low,NA
14910,NA,NA,Low,NA
14911,5,4,None,0.46
14912,5,12,None,0.77
14913,5,NA,Low,NA
14914,5,NA,Low,NA
14915,5,24,Low,NA
14916,5,7,Low,NA
14917,5,2,Low,NA
14918,5,6,None,NA
14919,5,19,None,NA
14920,5,NA,None,NA
14921,5,NA,Low,5.28
14922,5,4,None,2.67
14923,5,NA,Moderate,NA
14924,5,NA,Moderate,NA
14925,5,9,Low,NA
14926,5,NA,Moderate,NA
14927,5,2,Low,NA
14928,5,NA,Low,NA
14929,5,12,Low,NA
14930,5,NA,Low,NA
14931,17,7,Low,1.66
14932,17,23,Low,1.24
14933,17,NA,None,NA
14934,17,3,Low,NA
14935,17,NA,Low,NA
14936,17,NA,Low,NA
14937,17,1,None,NA
14938,17,10,Moderate,NA
14939,17,30,Moderate,NA
14940,17,36,Moderate,NA
14941,9,NA,None,2.08
14942,9,NA,None,0.55
14943,9,3,None,NA
14944,9,NA,None,NA
14945,9,NA,None,NA
14946,9,NA,None,NA
14947,9,10,None,NA
14948,9,2,None,NA
14949,9,15,None,NA
14950,9,NA,None,NA
14951,15,NA,None,1.18
14952,15,44,None,0.81
14953,15,NA,Low,NA
14954,15,NA,None,NA
14955,15,12,None,NA
14956,15,NA,None,NA
14957,15,13,None,NA
14958,15,NA,Low,NA
14959,15,6,Low,NA
14960,15,23,None,NA
14961,13,NA,None,0.96
14962,13,7,None,0.8
14963,13,NA,Low,NA
14964,13,NA,None,NA
14965,13,NA,None,NA
14966,13,NA,None,NA
14967,13,NA,None,NA
14968,13,NA,None,NA
14969,13,NA,None,NA
14970,13,15,None,NA
14971,15,7,Low,0.95
14972,15,2,None,0.62
14973,15,3,None,NA
14974,15,NA,None,NA
14975,15,22,None,NA
14976,15,NA,None,NA
14977,15,5,None,NA
14978,15,5,None,NA
14979,15,13,None,NA
14980,15,7,Low,NA
14981,17,NA,Moderate,3.1
14982,17,29,None,1.5
14983,17,NA,Low,NA
14984,17,NA,Moderate,NA
14985,17,NA,Moderate,NA
14986,17,NA,Moderate,NA
14987,17,NA,Low,NA
14988,17,2,Low,NA
14989,17,NA,None,NA
14990,17,NA,Low,NA
14991,21,NA,None,2.28
14992,21,NA,None,1.08
14993,21,NA,None,NA
14994,21,NA,None,NA
14995,21,NA,None,NA
14996,21,NA,None,NA
14997,21,NA,None,NA
14998,21,NA,None,NA
14999,21,37,None,NA
15000,21,2,Low,NA
15001,13,14,Low,2.56
15002,13,22,None,0.95
15003,13,NA,None,NA
15004,13,NA,None,NA
15005,13,NA,None,NA
15006,13,NA,None,NA
15007,13,4,None,NA
15008,13,12,None,NA
15009,13,NA,None,NA
15010,13,3,None,NA
15011,13,3,None,1.12
15012,13,7,None,0.6
15013,13,NA,None,NA
15014,13,NA,None,NA
15015,13,105,None,NA
15016,13,NA,None,NA
15017,13,23,None,NA
15018,13,4,None,NA
15019,13,13,None,NA
15020,8,1,Low,1.66
15021,8,3,Low,1.22
15022,8,NA,Low,NA
15023,8,NA,Low,NA
15024,8,NA,Low,NA
15025,8,NA,Low,NA
15026,8,NA,Low,NA
15027,8,12,Low,NA
15028,8,22,Low,NA
15029,8,55,Low,NA
15030,17,1,None,0.77
15031,17,1,None,0.86
15032,17,NA,None,NA
15033,17,NA,None,NA
15034,17,1,None,NA
15035,17,NA,None,NA
15036,17,8,None,NA
15037,17,8,None,NA
15038,17,14,None,NA
15039,17,NA,Low,NA
15040,11,4,None,1.76
15041,11,38,None,0.74
15042,11,NA,None,NA
15043,11,12,None,NA
15044,11,15,None,NA
15045,11,NA,None,NA
15046,11,NA,None,NA
15047,11,6,None,NA
15048,11,28,None,NA
15049,11,NA,None,NA
15050,4,7,Low,0.64
15051,4,14,Low,1
15052,4,NA,None,NA
15053,4,NA,None,NA
15054,4,2,None,NA
15055,4,NA,None,NA
15056,4,3,None,NA
15057,4,NA,None,NA
15058,4,15,None,NA
15059,4,NA,None,NA
15060,17,5,Moderate,5.52
15061,17,12,Low,1.09
15062,17,2,Low,NA
15063,17,NA,Moderate,NA
15064,17,NA,Low,NA
15065,17,NA,Low,NA
15066,17,36,Low,NA
15067,17,8,Low,NA
15068,17,12,Low,NA
15069,17,NA,Moderate,NA
15070,4,30,None,1.07
15071,4,NA,None,1.75
15072,4,12,None,NA
15073,4,2,None,NA
15074,4,40,None,NA
15075,4,NA,None,NA
15076,4,6,None,NA
15077,4,2,Low,NA
15078,4,13,Low,NA
15079,4,NA,None,NA
15080,11,5,Moderate,2.24
15081,11,3,Moderate,1.15
15082,11,NA,Moderate,NA
15083,11,NA,Moderate,NA
15084,11,14,Low,NA
15085,11,NA,Low,NA
15086,11,5,Low,NA
15087,11,NA,Low,NA
15088,11,NA,Low,NA
15089,11,NA,Low,NA
15090,9,14,Moderate,1.06
15091,9,22,Moderate,0.61
15092,9,NA,None,NA
15093,9,NA,None,NA
15094,9,2,None,NA
15095,9,NA,None,NA
15096,9,3,None,NA
15097,9,29,Moderate,NA
15098,9,13,Low,NA
15099,9,25,Moderate,NA
15100,15,NA,None,0.87
15101,15,61,None,0.9
15102,15,NA,Low,NA
15103,15,NA,Low,NA
15104,15,NA,Low,NA
15105,15,NA,None,NA
15106,15,NA,None,NA
15107,15,19,Moderate,NA
15108,15,40,Low,NA
15109,15,3,Moderate,NA
15110,11,NA,None,0.79
15111,11,6,None,0.42
15112,11,NA,None,NA
15113,11,NA,None,NA
15114,11,3,None,NA
15115,11,NA,None,NA
15116,11,NA,None,NA
15117,11,NA,None,NA
15118,11,5,None,NA
15119,11,10,None,NA
15120,18,NA,High,10.9
15121,18,61,None,1.02
15122,18,3,None,NA
15123,18,NA,Moderate,NA
15124,18,16,Moderate,NA
15125,18,NA,None,NA
15126,18,NA,None,NA
15127,18,NA,High,NA
15128,18,1,High,NA
15129,18,2,High,NA
15130,32,10,Moderate,0.71
15131,32,4,Moderate,0.85
15132,32,7,None,NA
15133,32,NA,None,NA
15134,32,11,Low,NA
15135,32,5,None,NA
15136,32,2,None,NA
15137,32,5,Low,NA
15138,32,30,Low,NA
15139,32,7,Low,NA
15140,21,NA,None,1.19
15141,21,NA,None,1.74
15142,21,4,Low,NA
15143,21,NA,Moderate,NA
15144,21,6,None,NA
15145,21,2,Moderate,NA
15146,21,2,Low,NA
15147,21,NA,None,NA
15148,21,25,None,NA
15149,21,5,None,NA
15150,8,5,Low,1.12
15151,8,27,Low,1.21
15152,8,2,Low,NA
15153,8,NA,Low,NA
15154,8,3,Low,NA
15155,8,NA,Low,NA
15156,8,20,Low,NA
15157,8,17,Low,NA
15158,8,57,Low,NA
15159,8,NA,Moderate,NA
15160,13,NA,Low,1.11
15161,13,NA,Low,1.91
15162,13,34,Low,NA
15163,13,23,Low,NA
15164,13,5,Low,NA
15165,13,13,Low,NA
15166,13,NA,Low,NA
15167,13,4,Low,NA
15168,13,18,Low,NA
15169,13,100,Low,NA
15170,5,6,Low,1.06
15171,5,2,Low,0.94
15172,5,5,Low,NA
15173,5,NA,Low,NA
15174,5,NA,Low,NA
15175,5,NA,Low,NA
15176,5,NA,Low,NA
15177,5,24,Low,NA
15178,5,18,Low,NA
15179,5,NA,None,NA
15180,15,6,Low,1.65
15181,15,4,None,0.93
15182,15,NA,None,NA
15183,15,NA,None,NA
15184,15,NA,None,NA
15185,15,NA,None,NA
15186,15,1,None,NA
15187,15,20,Moderate,NA
15188,15,41,None,NA
15189,15,NA,None,NA
15190,4,NA,None,NA
15191,4,NA,None,NA
15192,4,5,None,NA
15193,4,NA,None,NA
15194,4,7,None,NA
15195,4,NA,None,NA
15196,4,4,Low,NA
15197,4,NA,None,NA
15198,4,89,None,NA
15199,4,13,None,NA
15200,5,8,None,0.49
15201,5,12,None,1.41
15202,5,NA,None,NA
15203,5,1,None,NA
15204,5,10,None,NA
15205,5,NA,None,NA
15206,5,7,None,NA
15207,5,3,Low,NA
15208,5,35,Low,NA
15209,5,2,Moderate,NA
15210,9,NA,None,1.99
15211,9,51,None,1.48
15212,9,NA,None,NA
15213,9,NA,None,NA
15214,9,NA,None,NA
15215,9,NA,None,NA
15216,9,NA,None,NA
15217,9,14,Low,NA
15218,9,25,Low,NA
15219,9,3,None,NA
15220,11,NA,None,0.71
15221,11,16,None,1.05
15222,11,NA,None,NA
15223,11,NA,None,NA
15224,11,NA,None,NA
15225,11,NA,None,NA
15226,11,NA,None,NA
15227,11,18,None,NA
15228,11,32,None,NA
15229,11,9,None,NA
15230,4,7,None,0.85
15231,4,27,None,1.19
15232,4,NA,None,NA
15233,4,NA,None,NA
15234,4,2,None,NA
15235,4,NA,None,NA
15236,4,NA,None,NA
15237,4,NA,None,NA
15238,4,31,None,NA
15239,4,22,None,NA
15240,13,2,None,1.56
15241,13,6,None,1.37
15242,13,NA,None,NA
15243,13,1,Low,NA
15244,13,NA,None,NA
15245,13,NA,None,NA
15246,13,2,None,NA
15247,13,15,None,NA
15248,13,57,None,NA
15249,13,23,None,NA
15250,13,3,None,NA
15251,22,NA,None,0.52
15252,22,NA,None,0.44
15253,22,NA,None,NA
15254,22,NA,None,NA
15255,22,NA,None,NA
15256,22,2,None,NA
15257,22,NA,None,NA
15258,22,4,Low,NA
15259,22,53,Low,NA
15260,22,NA,Low,NA
15261,9,6,None,0.96
15262,9,14,None,0.58
15263,9,NA,None,NA
15264,9,1,None,NA
15265,9,2,None,NA
15266,9,NA,None,NA
15267,9,NA,None,NA
15268,9,4,None,NA
15269,9,19,None,NA
15270,9,1,None,NA
15271,5,NA,None,1.2
15272,5,10,None,0.7
15273,5,4,None,NA
15274,5,NA,None,NA
15275,5,6,None,NA
15276,5,25,None,NA
15277,5,40,None,NA
15278,5,1,None,NA
15279,5,87,None,NA
15280,5,NA,None,NA
15281,15,22,Moderate,0.51
15282,15,58,None,0.76
15283,15,NA,Low,NA
15284,15,NA,Low,NA
15285,15,NA,Low,NA
15286,15,NA,Low,NA
15287,14,NA,Low,NA
15288,14,NA,Low,NA
15289,14,36,Low,NA
15290,14,20,Moderate,NA
15291,35,NA,None,NA
15292,35,9,None,1.03
15293,35,NA,None,NA
15294,35,NA,None,NA
15295,35,NA,None,NA
15296,35,NA,Low,NA
15297,35,NA,Low,NA
15298,35,NA,Moderate,NA
15299,35,8,Low,NA
15300,35,NA,High,NA
15301,5,NA,Moderate,1.03
15302,5,53,None,1.39
15303,5,NA,Moderate,NA
15304,5,NA,High,NA
15305,5,8,Low,NA
15306,5,NA,Moderate,NA
15307,5,NA,Moderate,NA
15308,5,7,Low,NA
15309,5,14,Low,NA
15310,5,14,Low,NA
15311,8,2,None,0.58
15312,8,33,None,0.93
15313,8,NA,None,NA
15314,8,2,None,NA
15315,8,NA,None,NA
15316,8,NA,None,NA
15317,8,3,None,NA
15318,8,NA,None,NA
15319,8,9,None,NA
15320,8,NA,None,NA
15321,8,10,Low,0.46
15322,8,30,Low,0.91
15323,8,4,None,NA
15324,8,3,None,NA
15325,8,20,None,NA
15326,8,NA,None,NA
15327,8,3,None,NA
15328,8,NA,None,NA
15329,8,24,None,NA
15330,8,7,Low,NA
15331,5,NA,None,0.49
15332,5,6,None,0.62
15333,5,NA,None,NA
15334,5,NA,None,NA
15335,5,NA,None,NA
15336,5,NA,None,NA
15337,5,NA,None,NA
15338,5,7,None,NA
15339,5,61,None,NA
15340,5,NA,None,NA
15341,15,3,Low,2.36
15342,15,32,None,0.91
15343,15,NA,None,NA
15344,15,NA,None,NA
15345,15,100,None,NA
15346,15,NA,None,NA
15347,15,NA,None,NA
15348,15,NA,None,NA
15349,15,26,None,NA
15350,15,13,None,NA
15351,11,NA,Low,0.8
15352,11,5,Low,1.42
15353,11,53,Moderate,NA
15354,11,5,Moderate,NA
15355,11,130,Moderate,NA
15356,11,2,Moderate,NA
15357,11,NA,None,NA
15358,11,96,None,NA
15359,11,27,None,NA
15360,11,NA,Low,NA
15361,9,NA,None,1.97
15362,9,NA,None,0.59
15363,9,NA,None,NA
15364,9,NA,None,NA
15365,9,NA,None,NA
15366,9,NA,None,NA
15367,9,14,None,NA
15368,9,4,None,NA
15369,9,89,None,NA
15370,9,26,Low,NA
15371,18,NA,None,0.62
15372,18,NA,None,0.92
15373,18,NA,None,NA
15374,18,NA,None,NA
15375,18,2,None,NA
15376,18,NA,None,NA
15377,18,NA,None,NA
15378,18,2,None,NA
15379,18,NA,None,NA
15380,18,18,None,NA
15381,9,NA,None,0.78
15382,9,20,None,0.98
15383,9,NA,None,NA
15384,9,11,None,NA
15385,9,8,None,NA
15386,9,NA,None,NA
15387,9,NA,None,NA
15388,9,8,None,NA
15389,9,37,None,NA
15390,9,17,None,NA
15391,4,5,None,5.23
15392,4,31,None,1.42
15393,4,NA,Low,NA
15394,4,NA,Moderate,NA
15395,4,NA,None,NA
15396,4,NA,None,NA
15397,4,NA,None,NA
15398,4,NA,Low,NA
15399,4,7,None,NA
15400,4,37,Moderate,NA
15401,11,NA,Low,5.2
15402,11,51,None,0.91
15403,11,3,Low,NA
15404,11,NA,Low,NA
15405,11,NA,Low,NA
15406,11,NA,Low,NA
15407,11,NA,Low,NA
15408,11,NA,Moderate,NA
15409,11,7,Moderate,NA
15410,11,5,Moderate,NA
15411,13,NA,None,0.82
15412,13,24,None,0.7
15413,13,NA,Low,NA
15414,13,NA,Low,NA
15415,13,8,None,NA
15416,13,37,None,NA
15417,13,NA,None,NA
15418,13,NA,None,NA
15419,13,6,None,NA
15420,13,3,None,NA
15421,9,NA,Low,4.67
15422,9,18,None,0.67
15423,9,NA,None,NA
15424,9,NA,None,NA
15425,9,25,None,NA
15426,9,4,None,NA
15427,9,7,None,NA
15428,9,15,None,NA
15429,9,68,None,NA
15430,9,7,None,NA
15431,21,NA,Low,1.37
15432,21,34,None,1.57
15433,21,NA,Moderate,NA
15434,21,NA,Moderate,NA
15435,21,14,Moderate,NA
15436,21,NA,Low,NA
15437,21,NA,Low,NA
15438,21,6,Low,NA
15439,21,NA,Low,NA
15440,21,8,None,NA
15441,35,2,None,0.88
15442,35,4,None,1.54
15443,35,2,None,NA
15444,35,3,None,NA
15445,35,11,None,NA
15446,35,1,None,NA
15447,25,8,None,NA
15448,25,20,None,NA
15449,25,30,None,NA
15450,25,NA,Low,NA
15451,9,NA,None,1.23
15452,9,1,None,0.53
15453,9,NA,None,NA
15454,9,NA,None,NA
15455,9,19,None,NA
15456,9,3,None,NA
15457,9,NA,None,NA
15458,9,6,None,NA
15459,9,64,None,NA
15460,9,5,None,NA
15461,9,NA,None,1.53
15462,9,7,None,1.17
15463,9,3,None,NA
15464,9,4,None,NA
15465,9,13,None,NA
15466,9,2,None,NA
15467,9,7,None,NA
15468,9,NA,None,NA
15469,9,NA,None,NA
15470,9,NA,None,NA
15471,18,NA,None,NA
15472,18,34,None,2.77
15473,18,NA,None,NA
15474,18,NA,None,NA
15475,18,NA,None,NA
15476,18,NA,None,NA
15477,18,4,Low,NA
15478,18,3,None,NA
15479,18,15,None,NA
15480,18,NA,None,NA
15481,5,NA,Low,1.7
15482,5,3,Low,2.51
15483,5,4,Low,NA
15484,5,NA,Low,NA
15485,5,8,Low,NA
15486,5,NA,Low,NA
15487,5,5,Low,NA
15488,5,8,Low,NA
15489,5,15,Low,NA
15490,5,200,Low,NA
15491,6,NA,None,1.8
15492,6,50,None,1.08
15493,6,NA,None,NA
15494,6,NA,None,NA
15495,6,NA,None,NA
15496,6,NA,None,NA
15497,6,NA,None,NA
15498,6,5,None,NA
15499,6,20,None,NA
15500,6,3,None,NA
15501,18,NA,None,0.56
15502,18,NA,None,1.26
15503,18,NA,Low,NA
15504,18,NA,Low,NA
15505,18,NA,Low,NA
15506,18,NA,Low,NA
15507,18,7,None,NA
15508,18,NA,None,NA
15509,18,38,None,NA
15510,18,12,None,NA
15511,28,7,None,0.41
15512,28,71,None,0.38
15513,28,NA,None,NA
15514,28,NA,None,NA
15515,28,NA,None,NA
15516,28,16,None,NA
15517,28,9,None,NA
15518,28,NA,None,NA
15519,28,22,None,NA
15520,28,69,None,NA
15521,24,NA,Moderate,2.08
15522,24,31,None,0.72
15523,24,NA,None,NA
15524,24,NA,High,NA
15525,24,NA,None,NA
15526,24,NA,None,NA
15527,24,NA,None,NA
15528,24,7,High,NA
15529,24,4,High,NA
15530,24,NA,Moderate,NA
15531,9,108,Moderate,1.51
15532,9,41,Moderate,1.4
15533,9,7,Low,NA
15534,9,NA,Low,NA
15535,9,34,None,NA
15536,9,4,Low,NA
15537,9,2,Low,NA
15538,9,19,Low,NA
15539,9,113,Low,NA
15540,9,17,None,NA
15541,8,21,None,2.41
15542,8,102,None,0.86
15543,8,NA,None,NA
15544,8,3,None,NA
15545,8,NA,None,NA
15546,8,NA,None,NA
15547,8,NA,None,NA
15548,8,2,None,NA
15549,8,36,None,NA
15550,8,4,None,NA
15551,11,NA,None,NA
15552,11,NA,None,NA
15553,11,NA,None,NA
15554,11,NA,None,NA
15555,11,NA,None,NA
15556,11,NA,None,NA
15557,11,NA,None,NA
15558,11,11,None,NA
15559,11,73,None,NA
15560,11,NA,None,NA
15561,4,41,None,2.61
15562,4,8,None,0.96
15563,4,2,None,NA
15564,4,NA,None,NA
15565,4,6,None,NA
15566,4,NA,None,NA
15567,4,NA,None,NA
15568,4,27,None,NA
15569,4,24,None,NA
15570,4,NA,None,NA
15571,4,NA,Low,1.69
15572,4,12,Low,1.05
15573,4,6,None,NA
15574,4,NA,None,NA
15575,4,12,None,NA
15576,4,1,None,NA
15577,4,4,None,NA
15578,4,NA,None,NA
15579,4,25,None,NA
15580,4,3,None,NA
15581,11,2,Moderate,7.91
15582,11,5,Low,1.85
15583,11,1,Low,NA
15584,11,NA,Low,NA
15585,11,3,Low,NA
15586,11,2,Low,NA
15587,11,4,Low,NA
15588,11,21,Low,NA
15589,11,55,Low,NA
15590,11,NA,Moderate,NA
15591,13,NA,High,NA
15592,13,4,None,NA
